Clause,Line_ID,Paragraph
Main,Clause_Main,"We provide you with access to the form on an ""as is"" and ""as available"" basis. We do not make any warranty or commitment that the form will operate free of errors, viruses or without interruption or meet your requirements. All warranties, conditions and other terms implied by statute or common law are excluded to the maximum extent permitted by applicable law. You assume sole risk and responsibility for the use of the form and for the results obtained and for conclusions drawn from using it. We will have no liability or responsibility for any loss, damage or cost (a) caused as a result of discrepancies between the original ASBA-approved document and this document, (b) caused by errors or omissions in any data, information, instructions or scripts, including any data you have entered in connection with the form, (c) in relation to the loss or destruction of or any damage to any such data, (d) caused by any actions we may take at your direction or (e) resulting from any decision you take in reliance on the form, including any legal, compliance and/or risk management decision. You acknowledge that by providing the form for use we are not providing legal, other professional or other advice. The foregoing does not affect our liability in respect of death or personal injury caused by negligence or that otherwise cannot be limited under law."
Main,Clause_Main,"By accepting access to ASBA Charter Forms you agree to defend, indemnify and hold harmless ASBA, its affiliates, and their respective officers, directors, employees, agents, shareholders, partners, members, successors and assigns from and against any and all losses, liabilities, expenses (including reasonable attorneys' fees and costs), claims, suits, actions and damages arising"
Main,Clause_Main,"from, or in connection with, (i) any third party claims or actions related to your use of the ASBA Charter Forms or ASBA trademarks, (ii) your violation of any applicable law or regulation in connection with the use of the ASBA Charter Forms or ASBA trademarks, other than that which you can demonstrate was pursuant to ASBA's instructions, (iii) your unauthorized use of any of the ASBA Charter Forms or ASBA trademarks (iv) gross negligence or wilful misconduct by you or any of your employees, contractors or agents, except to the extent directly or indirectly caused by any act or omission of ASBA."
24,Clause_24_1,"SCRUBBER & NEO-PANAMA FITTED FLAG: LIBERIA / BUILT - 2020 BY: HYUNDAI-VIETNAM SHIPBUILDING (HVS) IMO NO. 9837133 DWT/DRAFT: 80,618 MT ON 14.47M (SUMMER) GT /NT: 43,735/ 26,973 CLASS: DNV GL LOA: 229.00M / BEAM : 32.26M TPC: 71.16 GRAIN CAPACITY: 95,579.50 CBM H/H: 7/7"
24,Clause_24_1,MAKE & TYPE OF HATCH COVERS: MACGREGOR/HYDRAULIC SIDE ROLLING SPEED/CONSUMPTION:
24,Clause_24_1,BALLAST: ABOUT 14.50 KNOTS ON ABOUT 27.80 MT HSFO (380CST) LADEN: ABOUT 14.00 KNOTS ON ABOUT 32.60 MT HSFO (380CST) ECO BALLAST: ABOUT 12.50 KNOTS ON ABOUT 19.50 MT HSFO (380CST) LADEN: ABOUT 12.00 KNOTS ON ABOUT 23.20 MT HSFO (380CST) IN PORT:
24,Clause_24_1,(WORKING): ABOUT 5.00 MT HSFO (380CST) (IDLE): ABOUT 4.00 MT HSFO (380CST) ALL DETAILS ABOUT
24,Clause_24_1,OWNERS WARRANT THAT VESSEL IS ABLE TO TRANSIT PANAMA CANAL NEO LOCKS.
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,- VESSEL'S PERFORMANCE TO BE DETERMINED BASED ON GOOD WEATHER ANALYSIS. THE UNDERPERFORMANCE (TIME LOST AND/OR OVER CONSUMPTION) IF ANY CALCULATIONS TO BE APPLIED OVER THE ENTIRE VOYAGE DISTANCE - CONFIRM.
24,Clause_24_1,#NAME?
24,Clause_24_1,"- CHARTERERS ARE ALLOWED TO BUNKER 2005 SPECS AND/OR SOUTH AFRICAN 180 SPECS - THE MAIN ENGINE, AUX. ENGINE AND BOILER WORKED ON THE FUEL STANDARD ISO 8217 2010, IN ORDER TO AVOID RISK AND PROBLEM WITH FUEL EQUIPMENT, WE ALWAYS RECOMMEND USE ISO 8217 2010 FUEL STANDARD FOR MARINE RESIDUAL FUELS;"
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS CONFIRM VESSEL CAN FOLLOW MARPOL/EU LEGISLATION PERTAINING TO FUEL SULPHUR CONTENT THROUGHOUT THIS CHARTER PARTY - CONFIRMED; CHARTERERS TO SUPPLY REQUIRED FUEL GRADES FOR COMPLYING WITH THE RELEVANT LEGISLATIONS DURING THE CHARTER PERIOD AND FOR THE PORTS WHERE CHARTERERS CALL THE VESSEL.
24,Clause_24_1,- OWNERS GUARANTEE VESSEL IS GEARLESS ST BC SUITABLE FOR GRAB DISCHARGE WITH CLEAN AND CLEAR UNOBSTRUCTED MAIN HOLDS ONLY (OBOS/CAR CARRIERS/CHIP CARRIERS ALWAYS EXCLUDED) - CONFIRMED. - OWNERS GUARANTEE THAT VESSEL IS AND WILL REMAIN FOR THE WHOLE DURATION OF THIS CHARTER PARTY CLASSED HIGHEST LLOYDS OR EQUIVALENT AND MEMBER OF IACS - CONFIRMED.
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS GUARANTEE THAT VESSEL IS AND WILL REMAIN FOR THE WHOLE DURATION OF THIS CHARTER PARTY FULLY H+M INSURED: PLS ADVISE H+M VALUE AND INSURER - CONFIRMED; H&M VALUE IS USD
24,Clause_24_1,- VESSEL AND OWNERS TO MAINTAIN A MINIMUM OF 4 STARS RIGHTSHIP APPROVAL THROUGHOUT THE DURATION OF THIS CHARTER PARTY.
24,Clause_24_1,"OWNERS ARE NOT REGISTERED WITH RIGHTSHIP. CHARTERERS TO VERIFY SAME WITH RIGHTSHIP, OWNERS WILL PROVIDE NECESSARY ASSISTANCE/DOCUMENTS TO CHARTERERS OR RIGHTSHIP, IF NECESSARY OR REQUESTED BY CHARTERERS."
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS TO ADVISE IF VESSEL IS FITTED WITH CEMENT/GRAIN HOLDS IN HATCHES AND IF 'YES' TO ADVISE DIMENSIONS AND CHARTERERS HAVE THE OPTION TO LOAD CARGO IN RAIN VIA FEEDER HOLES ON DECK AND/OR UNDER SUITABLE TENTING AND TARPING OTHERWISE BELOW APPLIES: GRAIN HOLES FITTED ON HATCH COVER TOP. ONE ON PORT SIDE PONTOON IN FWD CORNER AND ONE ON STBD SIDE PONTOON AFT CORNER. DIAM. 700MM.
24,Clause_24_1,"CHARTERERS HAVE THE OPTION TO LOAD CARGO IN RAIN UNDER SUITABLE TENTING & TARPING AT SHIPPERS'/CHARTERERS' RISK AGAINST SHIPPER'S/CHARTERERS SINGLE L.O.I. OWNERS/MASTER TO LIASE WITH LOADING PORT AGENTS/TERMINAL FOREMAN TO FACILITATE SMOOTH CGO LOADING. OWNERS/MASTER TO USE HIS DESCRETION TO LOAD UNDER RAIN BUT NOT TO UNREASONABLY REJECT ""RAIN LOADING""."
24,Clause_24_1,"LOADING CAN BE ALLOWED AT MASTER'S DISCRETION DURING LIGHT RAIN CONDITION ONLY AGAINST SHIPPERS AND CHARTERERS LOI, OWNERS WILL NOT BE LIABLE FOR ANY TYPE OF CARGO CLAIMS AT DISCHARGE PORT OR IN FUTURE DUE TO LOADING UNDER LIGHT RAIN CONDITION EVEN AFTER RECEIPT OF SHIPPERS AND CHARTERERS L.O.I."
24,Clause_24_1,- OWNER REPRESENTS AND GUARANTEES:
24,Clause_24_1,"(I) THAT THE VESSEL, ITS OWNERS AND OPERATORS ARE NOT SANCTIONED UNDER THE U.S., ENGLISH, EUROPEAN UNION OR SWISS ECONOMIC SANCTIONS LAWS RELATING TO TRANSACTIONS WITH RESTRICTED COUNTRIES, PERSONS AND ENTITIES (THE ""SANCTIONS LAWS"") AND ARE NOT LISTED ON THE U.S. OFFICE OF FOREIGN ASSETS CONTROL'S (""OFAC"") LISTS, THE U.S. BUREAU OF INDUSTRY AND SECURITY'S (""BIS"") LISTS, OR THE ENGLISH, EUROPEAN UNION OR SWISS SANCTIONED PARTY LISTS;"
24,Clause_24_1,"(II) THAT THE VESSEL IS NOT REGISTERED BY, AND THE VESSEL, ITS OWNERS AND OPERATORS ARE NOT IN ANY WAY, DIRECTLY OR INDIRECTLY OWNED, CONTROLLED BY, OR RELATED TO ANY CUBAN, IRANIAN, IRAQI, SUDANESE, NORTH KOREAN, SYRIAN OR LIBYAN INTERESTS, OR INTERESTS OF THE CRIMEA REGION OF THE UKRAINE, OR TO ANY COUNTRY, PERSON OR ENTITY THAT MAY CAUSE BUNGE OR A PERSON SUBJECT TO U.S. JURISDICTION TO BE IN VIOLATION OF OR PENALIZED BY THE SANCTIONS LAWS;"
24,Clause_24_1,(III) THAT THE OWNER OR THE OPERATORS WILL NEITHER TAKE NOR REQUIRE FROM CHARTERER ANY ACTION UNDER THIS CHARTER THAT WILL CAUSE CHARTERER OR A PERSON SUBJECT TO U.S. JURISDICTION TO BE IN VIOLATION OF OR PENALIZED BY THE SANCTIONS LAWS;
24,Clause_24_1,(IV) THAT THE VESSEL DOES NOT HAVE A CUBAN CREW AND
24,Clause_24_1,"(V) THAT WHERE RELEVANT, THIS CHARTER COMPLIES WITH OFAC'S 180 DAY RULE UNDER THE CUBAN ASSETS CONTROL REGULATIONS AND WITH THE 180 DAY RULE UNDER SECTION 2(B) OF U.S. EXECUTIVE ORDER 13810 (SEPT. 20, 2017) IMPOSING ADDITIONAL SANCTIONS WITH RESPECT TO NORTH KOREA."
24,Clause_24_1,OWNER'S REPRESENTATIONS AND GUARANTEES ARE CONTINUING DURING THE TERM OF THIS CHARTER.
24,Clause_24_1,"REGISTERED OWNERS: BAHRI DRY BULK COMPANY, 15TH FLOOR, TOWER B, OLAYA TOWERS, INTERSECTION OF PRINCE MOHAMMED BIN ABDULAZIZ (TAHLIYA) ROAD AND OLAYA STREET, OLAYA DISTRICT P.O. BOX 8931, RIYADH 11492, KSA SAUDI ARABIA TEL: +966 11 478 5454 FAX: +966 11 477 7478 EMAIL: DRYOPS@BAHRI.SA"
24,Clause_24_1,"COMMERCIAL MANAGERS: BAHRI DRY BULK ( DMCC BRANCH) ONE JLT, LEVEL 9, JUMEIRAH LAKES TOWERS DUBAI, UNITED ARAB EMIRATES PO BOX 125261 TEL: +971 4 384 0643 EMAIL: DRYOPS@BAHRI.SA LAST 5 CARGOES: CURRENT: CANOLA IN BULK, BAUXITE, IRON ORE, ALUMINA, CORN. VESSEL IS PRESENTLY DISCHARCHING IN FANGCHENG CHINA E.T.A. 14TH."
24,Clause_24_1,"SCRUBBER & NEO-PANAMA FITTED FLAG: LIBERIA / BUILT - 2020 BY: HYUNDAI-VIETNAM SHIPBUILDING (HVS) IMO NO. 9837133 DWT/DRAFT: 80,618 MT ON 14.47M (SUMMER) GT /NT: 43,735/ 26,973 CLASS: DNV GL LOA: 229.00M / BEAM : 32.26M TPC: 71.16 GRAIN CAPACITY: 95,579.50 CBM H/H: 7/7"
24,Clause_24_1,MAKE & TYPE OF HATCH COVERS: MACGREGOR/HYDRAULIC SIDE ROLLING SPEED/CONSUMPTION:
24,Clause_24_1,BALLAST: ABOUT 14.50 KNOTS ON ABOUT 27.80 MT HSFO (380CST) LADEN: ABOUT 14.00 KNOTS ON ABOUT 32.60 MT HSFO (380CST) ECO BALLAST: ABOUT 12.50 KNOTS ON ABOUT 19.50 MT HSFO (380CST) LADEN: ABOUT 12.00 KNOTS ON ABOUT 23.20 MT HSFO (380CST) IN PORT:
24,Clause_24_1,(WORKING): ABOUT 5.00 MT HSFO (380CST) (IDLE): ABOUT 4.00 MT HSFO (380CST) ALL DETAILS ABOUT
24,Clause_24_1,OWNERS WARRANT THAT VESSEL IS ABLE TO TRANSIT PANAMA CANAL NEO LOCKS.
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,- VESSEL'S PERFORMANCE TO BE DETERMINED BASED ON GOOD WEATHER ANALYSIS. THE UNDERPERFORMANCE (TIME LOST AND/OR OVER CONSUMPTION) IF ANY CALCULATIONS TO BE APPLIED OVER THE ENTIRE VOYAGE DISTANCE - CONFIRM.
24,Clause_24_1,#NAME?
24,Clause_24_1,"- CHARTERERS ARE ALLOWED TO BUNKER 2005 SPECS AND/OR SOUTH AFRICAN 180 SPECS - THE MAIN ENGINE, AUX. ENGINE AND BOILER WORKED ON THE FUEL STANDARD ISO 8217 2010, IN ORDER TO AVOID RISK AND PROBLEM WITH FUEL EQUIPMENT, WE ALWAYS RECOMMEND USE ISO 8217 2010 FUEL STANDARD FOR MARINE RESIDUAL FUELS;"
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS CONFIRM VESSEL CAN FOLLOW MARPOL/EU LEGISLATION PERTAINING TO FUEL SULPHUR CONTENT THROUGHOUT THIS CHARTER PARTY - CONFIRMED; CHARTERERS TO SUPPLY REQUIRED FUEL GRADES FOR COMPLYING WITH THE RELEVANT LEGISLATIONS DURING THE CHARTER PERIOD AND FOR THE PORTS WHERE CHARTERERS CALL THE VESSEL.
24,Clause_24_1,- OWNERS GUARANTEE VESSEL IS GEARLESS ST BC SUITABLE FOR GRAB DISCHARGE WITH CLEAN AND CLEAR UNOBSTRUCTED MAIN HOLDS ONLY (OBOS/CAR CARRIERS/CHIP CARRIERS ALWAYS EXCLUDED) - CONFIRMED. - OWNERS GUARANTEE THAT VESSEL IS AND WILL REMAIN FOR THE WHOLE DURATION OF THIS CHARTER PARTY CLASSED HIGHEST LLOYDS OR EQUIVALENT AND MEMBER OF IACS - CONFIRMED.
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS GUARANTEE THAT VESSEL IS AND WILL REMAIN FOR THE WHOLE DURATION OF THIS CHARTER PARTY FULLY H+M INSURED: PLS ADVISE H+M VALUE AND INSURER - CONFIRMED; H&M VALUE IS USD
24,Clause_24_1,- VESSEL AND OWNERS TO MAINTAIN A MINIMUM OF 4 STARS RIGHTSHIP APPROVAL THROUGHOUT THE DURATION OF THIS CHARTER PARTY.
24,Clause_24_1,"OWNERS ARE NOT REGISTERED WITH RIGHTSHIP. CHARTERERS TO VERIFY SAME WITH RIGHTSHIP, OWNERS WILL PROVIDE NECESSARY ASSISTANCE/DOCUMENTS TO CHARTERERS OR RIGHTSHIP, IF NECESSARY OR REQUESTED BY CHARTERERS."
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,#NAME?
24,Clause_24_1,- OWNERS TO ADVISE IF VESSEL IS FITTED WITH CEMENT/GRAIN HOLDS IN HATCHES AND IF 'YES' TO ADVISE DIMENSIONS AND CHARTERERS HAVE THE OPTION TO LOAD CARGO IN RAIN VIA FEEDER HOLES ON DECK AND/OR UNDER SUITABLE TENTING AND TARPING OTHERWISE BELOW APPLIES: GRAIN HOLES FITTED ON HATCH COVER TOP. ONE ON PORT SIDE PONTOON IN FWD CORNER AND ONE ON STBD SIDE PONTOON AFT CORNER. DIAM. 700MM.
